사고신고사유,사고일시,공정율,날씨,지역,공사종류,공사비,공종(소분류),사망자,내국인 사망자,외국인 사망자,남성 사망자,여성 사망자,10이상~20미만 사망자,20이상~30미만 사망자,30이상~40미만 사망자,40이상~50미만 사망자,50이상~60미만 사망자,60이상 사망자,부상자,내국인 부상자,외국인 부상자,남성 부상자,여성 부상자,10이상~20미만 부상자,20이상~30미만 부상자,30이상~40미만 부상자,40이상~50미만 부상자,50이상~60미만 부상자,60이상 부상자
3일이상 휴업이 필요한 부상,2020-04-03 10:50,10% 미만,안개,충청남도,토목/기타,2억 ~ 3억원 미만,관공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0
3일이상 휴업이 필요한 부상,2020-04-03 12:00,10% 미만,안개,경기도,건축/건축물/공동주택,"1,000억원 이상",기타,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0
3일이상 휴업이 필요한 부상,2020-04-03 13:20,10~19%,맑음,부산광역시,건축/건축물/공동주택,"1,000억원 이상",철근콘크리트공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1
3일이상 휴업이 필요한 부상,2020-04-03 13:30,50~59%,안개,충청남도,건축/건축물/기타,"1,000억원 이상",철근콘크리트공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2020-04-03 14:30,90% 이상,강풍,강원도,토목/도로/도로,50억 ~ 100억원 미만,철근콘크리트공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1
3일이상 휴업이 필요한 부상,2020-04-03 14:30,50~59%,맑음,충청북도,건축/건축물/교육연구시설,50억 ~ 100억원 미만,수장공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2020-04-03 15:00,30~39%,맑음,경기도,건축/건축물/공동주택,"1,000억원 이상",기타,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2020-04-03 15:30,90% 이상,맑음,경기도,건축/건축물/공장,300억 ~ 500억원 미만,건축물 부대공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2020-04-03 16:00,10~19%,맑음,전라남도,건축/건축물/문화 및 집회시설,50억 ~ 100억원 미만,철근콘크리트공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1
3일이상 휴업이 필요한 부상,2020-04-03 17:00,40~49%,흐림,경기도,건축/건축물/공동주택,"1,000억원 이상",가설공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0
3일이상 휴업이 필요한 부상,2020-04-04 7:30,30~39%,안개,서울특별시,건축/건축물/업무시설,"500억 ~ 1,000억원 미만",기타,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0
3일이상 휴업이 필요한 부상,2020-04-04 8:00,50~59%,맑음,전라북도,토목/상하수도/하수도,150억 ~ 200억원 미만,기타,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0
3일이상 휴업이 필요한 부상,2020-04-04 9:50,90% 이상,흐림,서울특별시,건축/건축물/공동주택,50억 ~ 100억원 미만,건축물 부대공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1
3일이상 휴업이 필요한 부상,2020-04-04 9:53,60~69%,안개,경기도,건축/건축물/교육연구시설,50억 ~ 100억원 미만,해체 및 철거공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1
3일이상 휴업이 필요한 부상,2020-04-04 10:00,90% 이상,맑음,경상남도,토목/항만/계류시설,3억 ~ 5억원 미만,도로 및 포장공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1
3일이상 휴업이 필요한 부상,2020-04-04 10:20,90% 이상,흐림,경기도,건축/건축물/창고시설,2억 ~ 3억원 미만,철골공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2020-04-04 10:40,90% 이상,맑음,경기도,건축/건축물/공장,"1,000억원 이상",건축 토공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2020-04-04 10:50,40~49%,맑음,인천광역시,건축/건축물/창고시설,"1,000억원 이상",철근콘크리트공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0
3일이상 휴업이 필요한 부상,2020-04-04 11:00,90% 이상,안개,대전광역시,토목/도로/도로,"4,000만 ~ 1억원 미만",도로 및 포장공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1
3일이상 휴업이 필요한 부상,2020-04-04 11:00,80~89%,맑음,인천광역시,토목/항만/기타,50억 ~ 100억원 미만,철근콘크리트공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2020-04-04 11:20,60~69%,안개,경기도,건축/건축물/공장,"1,000억원 이상",전기설비공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0
3일이상 휴업이 필요한 부상,2020-04-04 12:20,10~19%,맑음,충청북도,건축/건축물/공동주택,"500억 ~ 1,000억원 미만",가설공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0
3일이상 휴업이 필요한 부상,2020-04-04 13:00,20~29%,맑음,경기도,건축/건축물/근린생활시설,200억 ~ 300억원 미만,가설공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2020-04-04 15:00,20~29%,맑음,전라남도,건축/건축물/공장,"1,000억원 이상",철골공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0
3일이상 휴업이 필요한 부상,2020-04-05 8:00,90% 이상,맑음,경상남도,건축/건축물/공장,20억 ~ 50억원 미만,철근콘크리트공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1
3일이상 휴업이 필요한 부상,2020-04-05 10:00,90% 이상,맑음,강원도,건축/건축물/공동주택,"1,000억원 이상",기타,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2020-04-05 11:58,60~69%,맑음,경기도,건축/건축물/의료시설,"500억 ~ 1,000억원 미만",가설공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0
3일이상 휴업이 필요한 부상,2020-04-05 16:40,60~69%,맑음,제주특별자치도,건축/건축물/업무시설,50억 ~ 100억원 미만,철골공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0
3일이상 휴업이 필요한 부상,2020-04-06 7:00,40~49%,맑음,전라남도,건축/건축물/공장,"1,000억원 이상",기타,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1
3일이상 휴업이 필요한 부상,2020-04-06 7:55,10% 미만,맑음,경기도,건축/건축물/문화 및 집회시설,"500억 ~ 1,000억원 미만",가설공사,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0
"1000만원 이상의 재산피해, 기타",2020-04-06 8:00,10~19%,맑음,울산광역시,건축/건축물/종교시설,150억 ~ 200억원 미만,기타,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3일이상 휴업이 필요한 부상,2020-04-06 8:40,90% 이상,맑음,울산광역시,토목/기타/부지조성,"500억 ~ 1,000억원 미만",토공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2020-04-06 9:00,80~89%,맑음,서울특별시,건축/건축물/업무시설,"1,000억원 이상",전기설비공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1
3일이상 휴업이 필요한 부상,2020-04-06 9:30,40~49%,맑음,강원도,산업환경설비/발전시설,"1,000억원 이상",철골공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0
3일이상 휴업이 필요한 부상,2020-04-06 9:30,50~59%,맑음,강원도,건축/건축물/공동주택,"500억 ~ 1,000억원 미만",해체 및 철거공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2020-04-06 10:00,90% 이상,맑음,경상북도,건축/건축물/교육연구시설,50억 ~ 100억원 미만,기타,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0
3일이상 휴업이 필요한 부상,2020-04-06 11:00,70~79%,맑음,광주광역시,산업환경설비/환경시설/공공폐수처리시설,100억 ~ 150억원 미만,전기설비공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0
3일이상 휴업이 필요한 부상,2020-04-06 11:05,30~39%,맑음,경기도,건축/건축물/공장,200억 ~ 300억원 미만,가설공사,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2020-04-06 11:30,80~89%,맑음,경상북도,건축/건축물/창고시설,5억 ~ 10억원 미만,건축물 부대공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1
3일이상 휴업이 필요한 부상,2020-04-06 11:32,90% 이상,맑음,충청북도,토목/상하수도/상수도,50억 ~ 100억원 미만,관공사,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,2,0
3일이상 휴업이 필요한 부상,2020-04-06 14:00,90% 이상,맑음,경상남도,건축/건축물/공동주택,"1,000억원 이상",가설공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0
3일이상 휴업이 필요한 부상,2020-04-06 14:00,20~29%,맑음,부산광역시,건축/건축물/공동주택,"1,000억원 이상",기타,0,0,0,0,0,0,0,0,0,0,0,1,1,0,14,0,0,0,0,0,0,14
3일이상 휴업이 필요한 부상,2020-04-06 14:00,60~69%,맑음,서울특별시,토목/터널/기타,300억 ~ 500억원 미만,철근콘크리트공사,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0
3일이상 휴업이 필요한 부상,2020-04-06 14:30,40~49%,맑음,강원도,토목/옹벽 및 절토사면/옹벽,300억 ~ 500억원 미만,철근콘크리트공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1
"사망 1명 이상, 1000만원 이상의 재산피해",2020-04-06 16:55,60~69%,맑음,전라북도,토목/항만/호안,"1,000억원 이상",항만공사,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3일이상 휴업이 필요한 부상,2020-04-07 8:10,40~49%,맑음,서울특별시,건축/건축물/업무시설,50억 ~ 100억원 미만,철근콘크리트공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2020-04-07 8:40,70~79%,맑음,대구광역시,건축/건축물/공동주택,"500억 ~ 1,000억원 미만",미장공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2020-04-07 8:40,10~19%,맑음,부산광역시,건축/건축물/공동주택,"1,000억원 이상",기타,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2020-04-07 8:45,10~19%,안개,경기도,건축/건축물/업무시설,20억 ~ 50억원 미만,가설공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1
3일이상 휴업이 필요한 부상,2020-04-07 9:00,30~39%,맑음,경상남도,토목/하천/기타,"4,000만 ~ 1억원 미만",기타,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
"3일이상 휴업이 필요한 부상, 기타",2020-04-07 9:10,30~39%,흐림,서울특별시,건축/건축물/공동주택,"500억 ~ 1,000억원 미만",철근콘크리트공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1
3일이상 휴업이 필요한 부상,2020-04-07 9:10,40~49%,맑음,충청남도,건축/건축물/교육연구시설,3억 ~ 5억원 미만,해체 및 철거공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2020-04-07 9:30,10~19%,맑음,경상남도,조경/공원,2억 ~ 3억원 미만,관공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2020-04-07 9:30,90% 이상,맑음,전라남도,건축/건축물/공동주택,"500억 ~ 1,000억원 미만",미장공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2020-04-07 10:00,80~89%,맑음,경상남도,산업환경설비/발전시설,분류불능,기타,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0
3일이상 휴업이 필요한 부상,2020-04-07 10:00,70~79%,맑음,경상남도,건축/건축물/교육연구시설,10억 ~ 20억원 미만,미장공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1
3일이상 휴업이 필요한 부상,2020-04-07 11:10,60~69%,맑음,인천광역시,건축/건축물/근린생활시설,10억 ~ 20억원 미만,기타,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0
3일이상 휴업이 필요한 부상,2020-04-07 11:20,50~59%,맑음,충청북도,건축/건축물/공동주택,"1,000억원 이상",기타,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0
3일이상 휴업이 필요한 부상,2020-04-07 12:00,70~79%,맑음,경기도,토목/기타/부지조성,200억 ~ 300억원 미만,기타,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1
3일이상 휴업이 필요한 부상,2020-04-07 13:00,20~29%,맑음,서울특별시,건축/건축물/교육연구시설,20억 ~ 50억원 미만,기타,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2020-04-07 13:30,10~19%,맑음,부산광역시,토목/상하수도/하수도,150억 ~ 200억원 미만,가설공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1
3일이상 휴업이 필요한 부상,2020-04-07 13:36,40~49%,맑음,세종특별자치시,건축/건축물/교육연구시설,150억 ~ 200억원 미만,조적공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1
3일이상 휴업이 필요한 부상,2020-04-07 13:40,40~49%,맑음,전라북도,토목/도로/도로,"1,000억원 이상",철근콘크리트공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1
3일이상 휴업이 필요한 부상,2020-04-07 14:00,70~79%,맑음,경상북도,건축/건축물/교육연구시설,3억 ~ 5억원 미만,철근콘크리트공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1
3일이상 휴업이 필요한 부상,2020-04-07 15:20,10% 미만,맑음,경기도,토목/도로/기타,"1,000억원 이상",해체 및 철거공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2020-04-07 15:20,50~59%,안개,서울특별시,건축/건축물/공동주택,"1,000억원 이상",기타,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1
3일이상 휴업이 필요한 부상,2020-04-07 15:30,10% 미만,맑음,경기도,건축/건축물/자동차 관련시설,300억 ~ 500억원 미만,철골공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2020-04-07 16:30,60~69%,맑음,전라남도,건축/건축물/공장,"1,000억원 이상",전기설비공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0
3일이상 휴업이 필요한 부상,2020-04-07 16:50,30~39%,안개,경상남도,토목/상하수도/하수도,50억 ~ 100억원 미만,관공사,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0,0,0,1,1,0
3일이상 휴업이 필요한 부상,2020-04-08 3:30,50~59%,맑음,경상남도,조경/공원,3억 ~ 5억원 미만,가설공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2020-04-08 8:10,80~89%,맑음,경상남도,산업환경설비/발전시설,분류불능,기타,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2020-04-08 8:50,50~59%,맑음,강원도,건축/건축물/공동주택,"500억 ~ 1,000억원 미만",도장공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1
3일이상 휴업이 필요한 부상,2020-04-08 9:00,80~89%,맑음,경기도,건축/건축물/공장,"500억 ~ 1,000억원 미만",철근콘크리트공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2020-04-08 9:30,90% 이상,맑음,전라북도,건축/건축물/교육연구시설,5억 ~ 10억원 미만,기타,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2020-04-08 10:00,10% 미만,맑음,경기도,건축/건축물/창고시설,300억 ~ 500억원 미만,토공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0
3일이상 휴업이 필요한 부상,2020-04-08 10:00,90% 이상,맑음,경기도,건축/건축물/창고시설,300억 ~ 500억원 미만,토공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0
3일이상 휴업이 필요한 부상,2020-04-08 10:00,30~39%,맑음,광주광역시,건축/건축물/업무시설,50억 ~ 100억원 미만,기타,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1
"3일이상 휴업이 필요한 부상, 기타",2020-04-08 10:00,90% 이상,맑음,서울특별시,건축/건축물/기타,2억 ~ 3억원 미만,기계설비공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0
3일이상 휴업이 필요한 부상,2020-04-08 10:00,90% 이상,맑음,전라북도,토목/기타/부지조성,300억 ~ 500억원 미만,철근콘크리트공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
사망 1명 이상,2020-04-08 12:10,30~39%,맑음,경기도,토목/터널/도로터널,"1,000만 ~ 2,000만원 미만",터널공사,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3일이상 휴업이 필요한 부상,2020-04-08 12:40,60~69%,맑음,경기도,토목/상하수도/상수도,300억 ~ 500억원 미만,가설공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
"3일이상 휴업이 필요한 부상, 기타",2020-04-08 14:30,40~49%,맑음,부산광역시,건축/건축물/판매시설,10억 ~ 20억원 미만,철골공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0
3일이상 휴업이 필요한 부상,2020-04-08 15:39,10~19%,맑음,광주광역시,건축/건축물/공동주택,"1,000억원 이상",철근콘크리트공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2020-04-08 16:30,30~39%,맑음,전라북도,건축/건축물/근린생활시설,20억 ~ 50억원 미만,건축 토공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2020-04-08 17:50,50~59%,맑음,경기도,건축/건축물/업무시설,3억 ~ 5억원 미만,기타,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1
3일이상 휴업이 필요한 부상,2020-04-09 8:00,90% 이상,맑음,경기도,토목/하천/수문/통문,150억 ~ 200억원 미만,해체 및 철거공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1
3일이상 휴업이 필요한 부상,2020-04-09 8:00,80~89%,맑음,충청북도,건축/건축물/공동주택,"1,000억원 이상",수장공사,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2020-04-09 8:00,80~89%,맑음,충청북도,건축/건축물/공동주택,"1,000억원 이상",수장공사,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0
사망 1명 이상,2020-04-09 8:40,10~19%,맑음,강원도,토목/상하수도/상수도,"4,000만 ~ 1억원 미만",관공사,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3일이상 휴업이 필요한 부상,2020-04-09 10:00,30~39%,맑음,충청북도,토목/상하수도/상수도,300억 ~ 500억원 미만,철근콘크리트공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2020-04-09 10:00,30~39%,맑음,충청북도,토목/상하수도/상수도,"500억 ~ 1,000억원 미만",관공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2020-04-09 10:45,70~79%,맑음,충청남도,건축/건축물/창고시설,20억 ~ 50억원 미만,기타,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0
3일이상 휴업이 필요한 부상,2020-04-09 11:10,20~29%,맑음,세종특별자치시,건축/건축물/공동주택,"500억 ~ 1,000억원 미만",철근콘크리트공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2020-04-09 12:00,70~79%,맑음,전라북도,토목/도로/도로,1억 ~ 2억원 미만,도로 및 포장공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1
3일이상 휴업이 필요한 부상,2020-04-09 14:10,40~49%,맑음,광주광역시,건축/건축물/교육연구시설,50억 ~ 100억원 미만,철근콘크리트공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2020-04-09 14:30,20~29%,맑음,서울특별시,건축/건축물/업무시설,100억 ~ 150억원 미만,철근콘크리트공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
사망 1명 이상,2020-04-09 15:00,80~89%,맑음,부산광역시,토목/상하수도/하수도,200억 ~ 300억원 미만,가설공사,3,0,3,3,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
3일이상 휴업이 필요한 부상,2020-04-09 15:10,10~19%,맑음,대전광역시,건축/건축물/공동주택,200억 ~ 300억원 미만,기타,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1
3일이상 휴업이 필요한 부상,2020-04-09 15:30,80~89%,맑음,경상북도,건축/건축물/업무시설,"4,000만 ~ 1억원 미만",수장공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1
3일이상 휴업이 필요한 부상,2020-04-09 15:35,50~59%,맑음,전라북도,토목/교량/도로교량,"1,000억원 이상",해체 및 철거공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0
3일이상 휴업이 필요한 부상,2020-04-09 15:45,30~39%,맑음,인천광역시,건축/건축물/근린생활시설,10억 ~ 20억원 미만,가설공사,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2020-04-10 7:30,50~59%,맑음,부산광역시,건축/건축물/업무시설,100억 ~ 150억원 미만,철근콘크리트공사,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2020-04-10 8:00,50~59%,흐림,충청북도,건축/건축물/공동주택,"1,000억원 이상",기타,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1
3일이상 휴업이 필요한 부상,2020-04-10 8:10,90% 이상,맑음,서울특별시,건축/건축물/근린생활시설,20억 ~ 50억원 미만,기타,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0
3일이상 휴업이 필요한 부상,2020-04-10 8:10,40~49%,맑음,충청남도,토목/상하수도/기타,20억 ~ 50억원 미만,철근콘크리트공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1
3일이상 휴업이 필요한 부상,2020-04-10 8:30,10% 미만,맑음,전라남도,건축/건축물/단독주택,"1,000만 ~ 2,000만원 미만",기타,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2020-04-10 9:40,30~39%,맑음,경기도,건축/건축물/공동주택,20억 ~ 50억원 미만,철근콘크리트공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1
3일이상 휴업이 필요한 부상,2020-04-10 10:30,10% 미만,맑음,경기도,건축/건축물/교육연구시설,100억 ~ 150억원 미만,가설공사,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2020-04-10 10:30,20~29%,흐림,부산광역시,건축/건축물/운동시설,100억 ~ 150억원 미만,가설공사,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,2
3일이상 휴업이 필요한 부상,2020-04-10 11:00,80~89%,맑음,경기도,건축/건축물/공동주택,"1,000억원 이상",기타,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0
3일이상 휴업이 필요한 부상,2020-04-10 11:00,10% 미만,맑음,충청남도,토목/상하수도/하수도,100억 ~ 150억원 미만,관공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0
3일이상 휴업이 필요한 부상,2020-04-10 13:20,60~69%,맑음,전라남도,건축/건축물/공장,"1,000억원 이상",철근콘크리트공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2020-04-10 13:40,30~39%,맑음,경기도,건축/건축물/공동주택,"1,000억원 이상",해체 및 철거공사,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2020-04-10 13:40,50~59%,맑음,대전광역시,건축/건축물/공동주택,"1,000억원 이상",기타,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1
3일이상 휴업이 필요한 부상,2020-04-10 14:00,40~49%,맑음,경상북도,토목/상하수도/상수도,20억 ~ 50억원 미만,관공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1
3일이상 휴업이 필요한 부상,2020-04-10 14:10,20~29%,맑음,서울특별시,건축/건축물/업무시설,100억 ~ 150억원 미만,건축 토공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
